id,type,min distance,max distance
1,Point,397.102,584.4553
2,Line,286.42102,517.64465
3,Segment,185.64752,453.48648
5,Ellipse,394.255,595.26215
8,Circle,202.0,387.8724
6,Triangle,182.28,465.2494
4,Curve,148.09795,584.398
